0.726973684,[Cardiac_failure  Dizziness]
0.716171617,[Septic_shock  Cardiac_failure]
0.704819277,[Cardiac_arrest  Back_pain]
0.699115044,[Cardiac_arrest  Cardiac_failure]
0.692063492,[Cardiac_failure  Asthenia]
0.689855072,[Cardiac_arrest  Bronchitis]
0.688829787,[Cardiac_failure  Deep_vein_thrombosis]
0.685714286,[Transient_ischaemic_attack  Cardiac_failure]
0.685714286,[Cardiac_arrest  Asthenia]
0.683060109,[Cardiac_failure  Back_pain]
0.681940701,[Cardiac_failure  Gastrointestinal_haemorrhage]
0.678851175,[Cardiac_arrest  Renal_failure]
0.67791411,[Cardiac_arrest  Transient_ischaemic_attack]
0.67032967,[Cardiac_arrest  Acute_myocardial_infarction]
0.669491525,[Cardiac_arrest  Hypertension]
0.668639053,[Cardiac_failure  Fall]
0.667655786,[Cardiac_failure  Hypotension]
0.664788732,[Cardiac_arrest  Chronic_obstructive_pulmonary_disease]
0.664122137,[Cardiac_failure  Diarrhoea]
0.658476658,[Cardiac_failure  Renal_failure]
0.657068063,[Cardiac_arrest  Gastrointestinal_haemorrhage]
0.656934307,[Cardiac_failure  Respiratory_failure]
0.656641604,[Cardiac_failure  Bronchitis]
0.656330749,[Cardiac_failure  Chronic_obstructive_pulmonary_disease]
0.652941176,[Septic_shock  Cardiac_arrest]
0.652068127,[Cardiac_failure  Dehydration]
0.650837989,[Cardiac_failure  Coronary_artery_disease]
0.650655022,[Cardiac_failure  Cerebrovascular_accident]
0.650259067,[Cardiac_failure  Pleural_effusion]
0.649595687,[Cardiac_arrest  Gastroenteritis]
0.646017699,[Cardiac_arrest  Coronary_artery_disease]
0.644341801,[Cardiac_arrest  Respiratory_failure]
0.641723356,[Cardiac_failure  Chest_pain]
0.640167364,[Cardiac_failure  Pulmonary_embolism]
0.64010989,[Cardiac_failure  Hypertension]
0.63902439,[Cardiac_failure  Acute_myocardial_infarction]
0.638961039,[Cardiac_arrest  Pleural_effusion]
0.638820639,[Cardiac_arrest  Cellulitis]
0.636761488,[Cardiac_failure  Syncope]
