0.544973545,[Cardiac_failure_congestive  Atrial_fibrillation  Pneumonia],567
0.532588454,[Cardiac_failure_congestive  Myocardial_infarction  Pneumonia],537
0.562141491,[Cardiac_failure_congestive  Dyspnoea  Pneumonia],523
0.567307692,[Cardiac_failure_congestive  Anaemia  Pneumonia],520
0.546351085,[Cardiac_failure_congestive  Cellulitis  Pneumonia],507
0.62145749,[Cardiac_failure  Anaemia  Pneumonia],494
0.642857143,[Cardiac_failure  Atrial_fibrillation  Pneumonia],490
0.559183673,[Cardiac_failure_congestive  Urinary_tract_infection  Pneumonia],490
0.559183673,[Cardiac_failure_congestive  Renal_failure_acute  Pneumonia],490
0.587628866,[Cardiac_failure_congestive  Sepsis  Pneumonia],485
0.560824742,[Cardiac_failure_congestive  Syncope  Pneumonia],485
0.632231405,[Cardiac_failure  Dyspnoea  Pneumonia],484
0.628392484,[Cardiac_arrest  Atrial_fibrillation  Pneumonia],479
0.543933054,[Cardiac_failure_congestive  Chest_pain  Pneumonia],478
0.568421053,[Cardiac_failure_congestive  Cerebrovascular_accident  Pneumonia],475
0.594936709,[Cardiac_failure_congestive  Pulmonary_embolism  Pneumonia],474
0.574193548,[Cardiac_failure_congestive  Dehydration  Pneumonia],465
0.651515152,[Cardiac_arrest  Sepsis  Pneumonia],462
0.637744035,[Cardiac_failure  Sepsis  Pneumonia],461
0.640522876,[Cardiac_arrest  Anaemia  Pneumonia],459
0.564835165,[Cardiac_failure_congestive  Pyrexia  Pneumonia],455
0.652654867,[Cardiac_arrest  Dyspnoea  Pneumonia],452
0.577433628,[Cardiac_failure_congestive  Myocardial_infarction  Atrial_fibrillation],452
0.637777778,[Cardiac_failure  Myocardial_infarction  Pneumonia],450
0.553333333,[Cardiac_failure_congestive  Abdominal_pain  Pneumonia],450
0.648106904,[Cardiac_arrest  Myocardial_infarction  Pneumonia],449
0.642533937,[Cardiac_failure  Pyrexia  Pneumonia],442
0.640909091,[Cardiac_failure  Urinary_tract_infection  Pneumonia],440
0.651480638,[Cardiac_failure  Renal_failure_acute  Pneumonia],439
0.649202733,[Cardiac_arrest  Pulmonary_embolism  Pneumonia],439
0.580865604,[Cardiac_failure_congestive  Respiratory_failure  Pneumonia],439
0.565217391,[Cardiac_failure_congestive  Chronic_obstructive_pulmonary_disease  Pneumonia],437
0.681192661,[Cardiac_failure  Pulmonary_embolism  Pneumonia],436
0.56712963,[Cardiac_failure_congestive  Acute_myocardial_infarction  Pneumonia],432
0.637002342,[Cardiac_arrest  Pyrexia  Pneumonia],427
0.620853081,[Cardiac_failure_congestive  Atrial_fibrillation  Dyspnoea],422
0.613744076,[Cardiac_failure_congestive  Atrial_fibrillation  Anaemia],422
0.575829384,[Cardiac_failure_congestive  Angina_pectoris  Pneumonia],422
0.624703088,[Cardiac_failure_congestive  Dyspnoea  Anaemia],421
0.633333333,[Cardiac_arrest  Renal_failure_acute  Pneumonia],420
0.616666667,[Gastrointestinal_haemorrhage  Cardiac_failure_congestive  Pneumonia],420
0.673076923,[Cardiac_failure  Syncope  Pneumonia],416
0.695863747,[Cardiac_failure  Cerebrovascular_accident  Pneumonia],411
0.605839416,[Cardiac_failure_congestive  Gastroenteritis  Pneumonia],411
0.598540146,[Cardiac_failure_congestive  Diarrhoea  Pneumonia],411
0.652811736,[Cardiac_arrest  Urinary_tract_infection  Pneumonia],409
0.579462103,[Cardiac_failure_congestive  Deep_vein_thrombosis  Pneumonia],409
0.62254902,[Cardiac_failure_congestive  Atrial_fibrillation  Syncope],408
0.605392157,[Cardiac_failure_congestive  Atrial_fibrillation  Cellulitis],408
0.651105651,[Cardiac_failure  Dyspnoea  Anaemia],407
0.606879607,[Cardiac_failure_congestive  Bronchitis  Pneumonia],407
0.679104478,[Cardiac_arrest  Syncope  Pneumonia],402
0.678304239,[Cardiac_failure  Chest_pain  Pneumonia],401
0.663341646,[Cardiac_arrest  Cerebrovascular_accident  Pneumonia],401
0.655860349,[Cardiac_arrest  Dehydration  Pneumonia],401
0.610972569,[Cardiac_failure_congestive  Cellulitis  Anaemia],401
0.6525,[Cardiac_failure  Abdominal_pain  Pneumonia],400
0.609022556,[Cardiac_failure_congestive  Renal_failure_acute  Atrial_fibrillation],399
0.591939547,[Cardiac_failure_congestive  Pleural_effusion  Pneumonia],397
0.571788413,[Cardiac_failure_congestive  Vomiting  Pneumonia],397
0.544080605,[Coronary_artery_disease  Cardiac_failure_congestive  Pneumonia],397
0.615189873,[Cardiac_failure_congestive  Cerebrovascular_accident  Atrial_fibrillation],395
0.654822335,[Cardiac_arrest  Abdominal_pain  Pneumonia],394
0.647208122,[Cardiac_failure_congestive  Anaemia  Sepsis],394
0.648854962,[Cardiac_arrest  Chest_pain  Pneumonia],393
0.653061224,[Cardiac_failure  Angina_pectoris  Pneumonia],392
0.647058824,[Cardiac_failure  Cellulitis  Pneumonia],391
0.644501279,[Cardiac_failure_congestive  Atrial_fibrillation  Sepsis],391
0.621483376,[Cardiac_failure_congestive  Urinary_tract_infection  Atrial_fibrillation],391
0.598465473,[Cardiac_failure_congestive  Myocardial_infarction  Cellulitis],391
0.684615385,[Cardiac_arrest  Respiratory_failure  Pneumonia],390
0.635897436,[Cardiac_failure_congestive  Myocardial_infarction  Dyspnoea],390
0.625641026,[Cardiac_failure_congestive  Myocardial_infarction  Anaemia],390
0.668380463,[Cardiac_failure  Dehydration  Pneumonia],389
0.580976864,[Cardiac_failure_congestive  Hypotension  Pneumonia],389
0.667525773,[Cardiac_arrest  Myocardial_infarction  Atrial_fibrillation],388
0.62371134,[Cardiac_failure_congestive  Cerebrovascular_accident  Myocardial_infarction],388
0.591731266,[Cardiac_failure_congestive  Chest_pain  Atrial_fibrillation],387
0.631168831,[Cardiac_failure_congestive  Urinary_tract_infection  Dyspnoea],385
0.620779221,[Cardiac_failure_congestive  Myocardial_infarction  Syncope],385
0.605194805,[Cardiac_failure_congestive  Angina_pectoris  Atrial_fibrillation],385
0.6796875,[Cardiac_failure  Respiratory_failure  Pneumonia],384
0.671875,[Cardiac_arrest  Dyspnoea  Anaemia],384
0.614583333,[Cardiac_failure_congestive  Dyspnoea  Pyrexia],384
0.611979167,[Cardiac_failure_congestive  Dyspnoea  Cellulitis],384
0.6015625,[Cardiac_failure_congestive  Chest_pain  Myocardial_infarction],384
0.678851175,[Cardiac_failure  Renal_failure  Pneumonia],383
0.671018277,[Cardiac_failure  Anaemia  Sepsis],383
0.626631854,[Cardiac_failure_congestive  Renal_failure_acute  Anaemia],383
0.657068063,[Cardiac_failure_congestive  Pulmonary_embolism  Atrial_fibrillation],382
0.682414698,[Cardiac_failure  Bronchitis  Pneumonia],381
0.664041995,[Cardiac_failure  Anaemia  Pyrexia],381
0.634210526,[Cardiac_failure_congestive  Urinary_tract_infection  Anaemia],380
0.627968338,[Cardiac_failure_congestive  Renal_failure  Pneumonia],379
0.604221636,[Transient_ischaemic_attack  Cardiac_failure_congestive  Pneumonia],379
0.693121693,[Cardiac_failure  Atrial_fibrillation  Anaemia],378
0.677248677,[Cardiac_arrest  Cellulitis  Pneumonia],378
0.626984127,[Cardiac_failure_congestive  Dyspnoea  Dehydration],378
0.626984127,[Cardiac_failure_congestive  Anaemia  Pyrexia],378
0.649867374,[Cardiac_failure  Cardiac_failure_congestive  Pneumonia],377
0.649867374,[Cardiac_failure_congestive  Dyspnoea  Sepsis],377
0.612732095,[Cardiac_failure_congestive  Dyspnoea  Abdominal_pain],377
0.599469496,[Cardiac_failure_congestive  Hypertension  Pneumonia],377
0.699468085,[Cardiac_failure  Atrial_fibrillation  Dyspnoea],376
0.629333333,[Cardiac_failure_congestive  Renal_failure_acute  Dyspnoea],375
0.602666667,[Cardiac_failure_congestive  Renal_failure_acute  Cellulitis],375
0.676470588,[Cardiac_failure  Diarrhoea  Pneumonia],374
0.620320856,[Cardiac_failure_congestive  Chest_pain  Dyspnoea],374
0.603217158,[Cardiac_failure_congestive  Abdominal_pain  Anaemia],373
0.685483871,[Cardiac_failure  Myocardial_infarction  Atrial_fibrillation],372
0.677419355,[Cardiac_failure  Dyspnoea  Pyrexia],372
0.661290323,[Cardiac_arrest  Diarrhoea  Pneumonia],372
0.620967742,[Cardiac_failure_congestive  Renal_failure_acute  Myocardial_infarction],372
0.615591398,[Cardiac_failure_congestive  Urinary_tract_infection  Cellulitis],372
0.676549865,[Cardiac_arrest  Atrial_fibrillation  Anaemia],371
0.663072776,[Cardiac_arrest  Dyspnoea  Pyrexia],371
0.633423181,[Cardiac_failure_congestive  Atrial_fibrillation  Dehydration],371
0.648648649,[Cardiac_failure_congestive  Dyspnoea  Syncope],370
0.632432432,[Cardiac_arrest  Vomiting  Pneumonia],370
0.616216216,[Cardiac_failure_congestive  Cellulitis  Syncope],370
0.699186992,[Cardiac_arrest  Anaemia  Sepsis],369
0.693766938,[Cardiac_arrest  Atrial_fibrillation  Sepsis],369
0.64498645,[Cardiac_failure_congestive  Syncope  Anaemia],369
0.636856369,[Cardiac_failure_congestive  Anaemia  Dehydration],369
0.604336043,[Cardiac_failure_congestive  Acute_myocardial_infarction  Myocardial_infarction],369
0.684782609,[Cardiac_failure  Acute_myocardial_infarction  Pneumonia],368
0.656675749,[Cardiac_failure  Gastroenteritis  Pneumonia],367
0.634877384,[Cardiac_failure_congestive  Myocardial_infarction  Urinary_tract_infection],367
0.607629428,[Cardiac_failure_congestive  Angina_pectoris  Myocardial_infarction],367
0.644808743,[Cardiac_failure_congestive  Cellulitis  Sepsis],366
0.617486339,[Cardiac_failure_congestive  Acute_myocardial_infarction  Atrial_fibrillation],366
0.603825137,[Cardiac_failure_congestive  Atrial_fibrillation  Abdominal_pain],366
0.698630137,[Cardiac_failure  Atrial_fibrillation  Sepsis],365
0.693150685,[Cardiac_failure  Renal_failure_acute  Anaemia],365
0.668493151,[Cardiac_failure_congestive  Pulmonary_embolism  Dyspnoea],365
0.635616438,[Cardiac_arrest  Deep_vein_thrombosis  Pneumonia],365
0.681318681,[Cardiac_arrest  Hypotension  Pneumonia],364
0.618131868,[Cardiac_failure_congestive  Renal_failure_acute  Syncope],364
0.674931129,[Cardiac_failure_congestive  Pulmonary_embolism  Anaemia],363
0.622589532,[Cardiac_failure_congestive  Chronic_obstructive_pulmonary_disease  Atrial_fibrillation],363
0.600550964,[Cardiac_failure_congestive  Chest_pain  Cellulitis],363
0.629834254,[Cardiac_failure_congestive  Urinary_tract_infection  Sepsis],362
0.629834254,[Cardiac_failure_congestive  Cerebrovascular_accident  Syncope],362
0.686980609,[Cardiac_failure  Urinary_tract_infection  Anaemia],361
0.686980609,[Cardiac_failure  Dyspnoea  Sepsis],361
0.67867036,[Cardiac_arrest  Pulmonary_embolism  Atrial_fibrillation],361
0.645429363,[Cardiac_failure_congestive  Back_pain  Pneumonia],361
0.705555556,[Cardiac_arrest  Renal_failure  Pneumonia],360
0.7,[Cardiac_arrest  Atrial_fibrillation  Dyspnoea],360
0.680555556,[Cardiac_failure  Sepsis  Pyrexia],360
0.693593315,[Cardiac_arrest  Pulmonary_embolism  Sepsis],359
0.679665738,[Cardiac_arrest  Anaemia  Pyrexia],359
0.676880223,[Cardiac_arrest  Gastrointestinal_haemorrhage  Pneumonia],359
0.6545961,[Cardiac_failure_congestive  Respiratory_failure  Atrial_fibrillation],359
0.637883008,[Cardiac_failure_congestive  Renal_failure_acute  Sepsis],359
0.712290503,[Cardiac_arrest  Dyspnoea  Sepsis],358
0.681564246,[Cardiac_failure  Pleural_effusion  Pneumonia],358
0.648044693,[Cardiac_arrest  Cardiac_failure_congestive  Pneumonia],358
0.62849162,[Cardiac_failure_congestive  Renal_failure_acute  Urinary_tract_infection],358
0.68907563,[Cardiac_arrest  Pulmonary_embolism  Anaemia],357
0.68627451,[Cardiac_failure  Chronic_obstructive_pulmonary_disease  Pneumonia],357
0.647058824,[Cardiac_failure  Vomiting  Pneumonia],357
0.641456583,[Cardiac_failure_congestive  Urinary_tract_infection  Dehydration],357
0.633053221,[Cardiac_failure_congestive  Sepsis  Pyrexia],357
0.619047619,[Cardiac_failure_congestive  Chest_pain  Anaemia],357
0.696629213,[Cardiac_arrest  Atrial_fibrillation  Syncope],356
0.643258427,[Cardiac_failure_congestive  Cellulitis  Dehydration],356
0.637640449,[Cardiac_failure_congestive  Atrial_fibrillation  Pyrexia],356
0.617977528,[Cardiac_failure_congestive  Chest_pain  Syncope],356
0.612359551,[Cardiac_failure_congestive  Syncope  Dehydration],356
0.636619718,[Cardiac_failure_congestive  Urinary_tract_infection  Syncope],355
0.611267606,[Cardiac_failure_congestive  Pyrexia  Dehydration],355
0.683615819,[Cardiac_arrest  Sepsis  Pyrexia],354
0.672316384,[Cardiac_arrest  Pleural_effusion  Pneumonia],354
0.618644068,[Cardiac_failure_congestive  Urinary_tract_infection  Abdominal_pain],354
0.719546742,[Cardiac_failure  Cerebrovascular_accident  Atrial_fibrillation],353
0.705382436,[Cardiac_failure  Pulmonary_embolism  Anaemia],353
0.702549575,[Cardiac_failure  Renal_failure_acute  Atrial_fibrillation],353
0.606232295,[Cardiac_failure_congestive  Abdominal_pain  Dehydration],353
0.715909091,[Cardiac_failure  Cerebrovascular_accident  Myocardial_infarction],352
0.673295455,[Cardiac_failure  Angina_pectoris  Atrial_fibrillation],352
0.664772727,[Cardiac_failure_congestive  Cerebrovascular_accident  Anaemia],352
0.661931818,[Cardiac_failure_congestive  Pulmonary_embolism  Myocardial_infarction],352
0.65625,[Gastrointestinal_haemorrhage  Cardiac_failure_congestive  Atrial_fibrillation],352
0.647727273,[Cardiac_failure_congestive  Pulmonary_embolism  Cellulitis],352
0.689458689,[Cardiac_failure  Urinary_tract_infection  Dyspnoea],351
0.660968661,[Gastrointestinal_haemorrhage  Cardiac_failure_congestive  Anaemia],351
0.626780627,[Cardiac_failure_congestive  Renal_failure_acute  Dehydration],351
0.708571429,[Cardiac_failure  Gastrointestinal_haemorrhage  Pneumonia],350
0.677142857,[Cardiac_failure_congestive  Cerebrovascular_accident  Dyspnoea],350
0.677142857,[Cardiac_arrest  Gastroenteritis  Pneumonia],350
0.677142857,[Cardiac_arrest  Urinary_tract_infection  Atrial_fibrillation],350
0.710601719,[Cardiac_failure  Deep_vein_thrombosis  Pneumonia],349
0.670487106,[Cardiac_arrest  Cerebrovascular_accident  Atrial_fibrillation],349
0.630372493,[Cardiac_failure_congestive  Myocardial_infarction  Sepsis],349
0.618911175,[Cardiac_failure_congestive  Diarrhoea  Dyspnoea],349
